"Sr.","Stock Name","Symbol","Links","% Chg","Price","Volume"
"790","Generic Engineering Construction & Projects Ltd","GENCON","P&F | F.A","19.97%","28.72","7,60,434"
"944","Dangee Dums Ltd","DANGEE","P&F | F.A","19.95%","4.99","16,67,646"
"881","Vaishali Pharma Ltd","VAISHALI","P&F | F.A","19.92%","12.58","22,34,071"
"13","BSE (Bombay stock exchange)","BSE","P&F | F.A","16.98%","5479.8","1,87,73,111"
"785","DRC Systems India Ltd","DRCSYSTEMS","P&F | F.A","15.87%","30","31,11,143"
"823","Rajshree Polypack Ltd","RPPL","P&F | F.A","14.26%","22.6","5,82,669"
"724","Medico Remedies Ltd","MEDICO","P&F | F.A","13.04%","51.57","42,09,225"
"40","Power Mech Projects Limited","POWERMECH","P&F | F.A","11.59%","2717.65","7,03,774"
"459","Veranda Learning Solutions Ltd","VERANDA","P&F | F.A","10.56%","211.47","7,57,242"
"860","Mangalam Global Enterprise Ltd","MGEL","P&F | F.A","10.11%","15.14","15,57,449"
"822","North Eastern Carrying Corporation Limited","NECCLTD","P&F | F.A","9.28%","22.72","10,41,344"
"736","Mbl Infrastructures Limited","MBLINFRA","P&F | F.A","9.15%","45.19","24,43,100"
"624","Vintage Coffee & Beverages Ltd","VINCOFE","P&F | F.A","8.3%","97.76","15,68,579"
"460","Hindware Home Innovation Ltd","HINDWAREAP","P&F | F.A","7.76%","209.49","12,72,605"
"673","Jindal Worldwide Limited","JINDWORLD","P&F | F.A","7.65%","71.37","91,09,297"
"876","Moksh Ornaments Ltd","MOKSH","P&F | F.A","7.59%","13.33","9,98,811"
"808","Udaipur Cement Works Ltd","UDAICEMENT","P&F | F.A","7.47%","25.9","28,67,006"
"277","Aster DM Healthcare Ltd","ASTERDM","P&F | F.A","6.65%","483.5","2,64,84,708"
"742","Shree Tirupati Balajee Agro Trading Co. Ltd","BALAJEE","P&F | F.A","6.44%","44.27","15,88,470"
"474","Bharat Wire Ropes Limited","BHARATWIRE","P&F | F.A","6.42%","192.45","4,24,944"
"430","Baazar Style Retail Ltd","STYLEBAAZA","P&F | F.A","5.93%","240.73","7,76,620"
"245","Sumitomo Chemical India Ltd","SUMICHEM","P&F | F.A","5.47%","559.35","12,73,067"
"136","Carborundum Universal Limited","CARBORUNIV","P&F | F.A","5.24%","1014.15","12,99,037"
"337","Epack Durable Ltd","EPACK","P&F | F.A","5%","368.75","15,31,467"
"957","Reliance Home Finance Ltd","RHFL","P&F | F.A","5%","3.36","17,04,377"
"779","Mcleod Russel India Limited","MCLEODRUSS","P&F | F.A","4.98%","33.75","1,88,172"
"923","Aksh Optifibre Limited","AKSHOPTFBR","P&F | F.A","4.94%","7.86","6,63,199"
"342","Zaggle Prepaid Ocean Services Ltd","ZAGGLE","P&F | F.A","4.79%","361.15","8,31,740"
"262","Nava Ltd","NAVA","P&F | F.A","4.72%","518.75","17,32,154"
"256","Transformers & Rectifiers India Ltd","TARIL","P&F | F.A","4.6%","536.2","12,44,396"
"938","Unitech Limited","UNITECH","P&F | F.A","4.6%","5.91","67,50,509"
"862","Pil Italica Lifestyle Limited","PILITA","P&F | F.A","4.45%","14.54","7,98,429"
"63","Aditya Birla Real Estate Ltd","ABREL","P&F | F.A","4.29%","1959.9","4,31,426"
"801","Msp Steel & Power Limited","MSPL","P&F | F.A","4.2%","27.31","18,85,848"
"589","Nitco Limited","NITCO","P&F | F.A","4.18%","119.12","16,27,897"
"984","Shree Ram Proteins Ltd","SRPL","P&F | F.A","4%","1.04","3,55,835"
"199","Fortis Healthcare Limited","FORTIS","P&F | F.A","3.95%","698.35","60,70,165"
"676","Mufin Green Finance Ltd","MUFIN","P&F | F.A","3.93%","70.01","3,12,473"
"464","Indraprastha Gas Limited","IGL","P&F | F.A","3.9%","203.12","68,62,377"
"988","GACM Technologies Ltd-DVR","GATECHDVR","P&F | F.A","3.7%","0.84","3,85,103"
"123","Suven Pharmaceuticals Ltd","SUVENPHAR","P&F | F.A","3.68%","1151","3,16,773"
"936","Gayatri Projects Limited","GAYAPROJ","P&F | F.A","3.66%","6.23","8,14,054"
"993","Shrenik Ltd","SHRENIK","P&F | F.A","3.64%","0.57","18,69,026"
"725","B. L. Kashyap And Sons Limited","BLKASHYAP","P&F | F.A","3.57%","51.29","9,44,898"
"992","GACM Technologies Ltd","GATECH","P&F | F.A","3.51%","0.59","24,64,729"
"354","Poonawalla Fincorp Ltd","POONAWALLA","P&F | F.A","3.5%","350.45","41,97,052"
"329","International Gemmological Institute (India) Ltd","IGIL","P&F | F.A","3.42%","385.2","25,38,897"
"939","Exxaro Tiles Ltd","EXXARO","P&F | F.A","3.38%","5.81","13,30,725"
"848","Avonmore Capital & Management Services Ltd","AVONMORE","P&F | F.A","3.34%","17.01","10,91,067"
"500","Capri Global Capital Limited","CGCL","P&F | F.A","3.22%","170.21","6,07,81,862"
"289","Hindustan Zinc Limited","HINDZINC","P&F | F.A","3.13%","461.9","56,76,960"
"513","Inox Wind Limited","INOXWIND","P&F | F.A","2.95%","163.04","2,20,80,515"
"271","Choice International Ltd","CHOICEIN","P&F | F.A","2.94%","501.85","4,91,011"
"141","TATA Consumer Products Ltd","TATACONSUM","P&F | F.A","2.91%","1001.9","23,13,101"
"282","Akums Drugs & Pharmaceuticals Ltd","AKUMS","P&F | F.A","2.81%","473.2","3,45,942"
"536","Mold-tek Technologies Limited","MOLDTECH","P&F | F.A","2.81%","148.72","4,19,969"
"221","Krishna Institute of Medical Sciences Ltd","KIMS","P&F | F.A","2.75%","639.6","9,06,433"
"250","Healthcare Global Enterprises Limited","HCG","P&F | F.A","2.73%","542.1","3,64,586"
"114","Central Depository Services Ltd","CDSL","P&F | F.A","2.72%","1220.05","1,16,46,090"
"446","Piramal Pharma Ltd","PPLPHARMA","P&F | F.A","2.72%","224.75","46,94,328"
"113","Kaveri Seed Company Limited","KSCL","P&F | F.A","2.66%","1263.15","2,62,757"
"573","JTEKT India Ltd","JTEKTINDIA","P&F | F.A","2.65%","124.72","3,35,717"
"293","Cyient DLM Ltd","CYIENTDLM","P&F | F.A","2.62%","457.65","16,72,783"
"489","FSN E-Commerce Ventures Ltd","NYKAA","P&F | F.A","2.6%","179.08","53,47,936"
"32","Beml Limited","BEML","P&F | F.A","2.52%","3219.55","22,98,536"
"94","Voltas Limited","VOLTAS","P&F | F.A","2.48%","1458.7","21,04,275"
"248","Balrampur Chini Mills Limited","BALRAMCHIN","P&F | F.A","2.2%","547.5","6,70,593"
"687","Imagicaaworld Entertainment Ltd","IMAGICAA","P&F | F.A","2.16%","66.11","16,35,226"
"210","Strides Shasun Limited","STAR","P&F | F.A","2.14%","669.2","4,01,360"
"158","Finolex Cables Limited","FINCABLES","P&F | F.A","2.07%","913.35","6,37,302"
"240","Indegene Ltd","INDGN","P&F | F.A","2.06%","578.5","5,21,638"
"518","Spml Infra Limited","SPMLINFRA","P&F | F.A","2.06%","158.78","3,39,939"
"169","Tata Chemicals Limited","TATACHEM","P&F | F.A","2.02%","864.9","16,43,302"
"520","City Union Bank Limited","CUB","P&F | F.A","2.02%","157.18","28,75,838"
"56","Kotak Mahindra Bank Limited","KOTAKBANK","P&F | F.A","2%","2171.2","36,72,253"
"863","Consolidated Construction Consortium Limited","CCCL","P&F | F.A","1.99%","14.34","1,19,278"
"21","Britannia Industries Limited","BRITANNIA","P&F | F.A","1.98%","4936.9","4,15,586"
"404","Vst Industries Limited","VSTIND","P&F | F.A","1.98%","263.25","5,99,156"
"767","VL E-Governance & IT Solutions Ltd","VLEGOV","P&F | F.A","1.98%","35.98","10,71,649"
"945","Bhandari Hosiery Exports Ltd","BHANDARI","P&F | F.A","1.95%","4.71","8,49,998"
"855","Indowind Energy Limited","INDOWIND","P&F | F.A","1.93%","16.4","4,78,209"
"50","Muthoot Finance Limited","MUTHOOTFIN","P&F | F.A","1.92%","2382.9","9,72,236"
"994","Future Enterprises Limited","FEL","P&F | F.A","1.92%","0.53","2,85,423"
"9","Apollo Hospitals Enterprise Limited","APOLLOHOSP","P&F | F.A","1.91%","6616.2","4,13,873"
"275","Afcons Infrastructure Ltd","AFCONS","P&F | F.A","1.89%","487","7,39,039"
"656","Niva Bupa Health Insurance Company Ltd","NIVABUPA","P&F | F.A","1.85%","78.08","17,57,580"
"197","Zensar Technologies Limited","ZENSARTECH","P&F | F.A","1.83%","700.85","23,21,370"
"298","Rategain Travel Technologies Ltd","RATEGAIN","P&F | F.A","1.82%","445","4,94,281"
"299","Sandur Manganese & Iron Ores Ltd","SANDUMA","P&F | F.A","1.82%","440.05","1,73,798"
"611","Paradeep Phosphates Ltd","PARADEEP","P&F | F.A","1.77%","103.42","30,11,352"
"625","Nippon India Silver ETF","SILVERBEES","P&F | F.A","1.77%","97.6","81,37,584"
"555","Ratnaveer Precision Engineering Ltd","RATNAVEER","P&F | F.A","1.75%","136.43","3,25,652"
"423","Oil & Natural Gas Corporation Limited","ONGC","P&F | F.A","1.74%","246.38","3,29,05,564"
"468","Kcp Limited","KCP","P&F | F.A","1.74%","201.27","3,57,022"
"516","Engineers India Limited","ENGINERSIN","P&F | F.A","1.74%","160.58","71,67,901"
"69","Cholamandalam Financial Holdings Ltd","CHOLAHLDNG","P&F | F.A","1.73%","1751.45","2,19,084"
"601","Avantel Ltd","AVANTEL","P&F | F.A","1.72%","113.26","14,04,287"
"101","Rainbow Childrens Medicare Ltd","RAINBOW","P&F | F.A","1.68%","1401.7","3,36,304"
"828","Almondz Global Securities Limited","ALMONDZ","P&F | F.A","1.67%","21.91","7,01,238"
"213","AWFIS Space Solutions Ltd","AWFIS","P&F | F.A","1.65%","662.6","1,36,269"
"735","The Ugar Sugar Works Limited","UGARSUGAR","P&F | F.A","1.65%","45.52","5,76,532"
"901","Tata Silver Exchange Traded Fund","TATSILV","P&F | F.A","1.64%","9.89","14,21,332"
"618","ICICI Prudential Silver ETF","SILVERIETF","P&F | F.A","1.6%","101.27","10,80,187"
"161","The Ramco Cements Limited","RAMCOCEM","P&F | F.A","1.59%","896.75","11,59,977"
"185","Anupam Rasayan India Ltd","ANURAS","P&F | F.A","1.59%","759.4","91,204"
"571","Union Bank Of India","UNIONBANK","P&F | F.A","1.59%","126.18","1,41,57,702"
"34","Cummins India Limited","CUMMINSIND","P&F | F.A","1.58%","3051.85","4,44,898"
"974","Debock Industries Ltd","DIL","P&F | F.A","1.56%","1.95","12,69,993"
"674","Motilal Oswal Nifty India Defence ETF","MODEFENCE","P&F | F.A","1.54%","71","9,33,985"
"39","Timken India Limited","TIMKEN","P&F | F.A","1.52%","2750.65","9,08,978"
"283","HBL Engineering Ltd","HBLENGINE","P&F | F.A","1.51%","472.5","21,68,441"
"470","ITC Hotels Ltd","ITCHOTELS","P&F | F.A","1.49%","197.51","1,39,58,181"
"487","Gulshan Polyols Limited","GULPOLY","P&F | F.A","1.49%","180.05","2,06,181"
"92","Zen Technologies Limited","ZENTEC","P&F | F.A","1.47%","1478.55","5,84,108"
"264","Sarda Energy & Minerals Limited","SARDAEN","P&F | F.A","1.45%","513.9","11,77,876"
"502","Tourism Finance Corporation Of India Limited","TFCILTD","P&F | F.A","1.45%","169.84","21,33,490"
"880","SBC Exports Ltd","SBC","P&F | F.A","1.45%","12.59","70,80,804"
"103","Mahanagar Gas Limited","MGL","P&F | F.A","1.43%","1386.95","3,95,767"
"789","Bannari Amman Spinning Mills Limited","BASML","P&F | F.A","1.41%","29.39","4,17,534"
"87","Glenmark Pharmaceuticals Limited","GLENMARK","P&F | F.A","1.39%","1541.05","7,86,315"
"67","Patanjali Foods Ltd","PATANJALI","P&F | F.A","1.38%","1808.4","11,23,986"
"410","Reliance Infrastructure Limited","RELINFRA","P&F | F.A","1.38%","258.64","68,81,450"
"989","Excel Realty N Infra Limited","EXCEL","P&F | F.A","1.37%","0.74","18,94,963"
"191","Indian Railway Catering & Tourism Corporation Ltd","IRCTC","P&F | F.A","1.32%","727.5","17,61,132"
"517","Prakash Industries Limited","PRAKASH","P&F | F.A","1.31%","159.1","6,62,158"
"817","Centrum Capital Ltd","CENTRUM","P&F | F.A","1.3%","23.35","7,25,370"
"122","Godrej Consumer Products Limited","GODREJCP","P&F | F.A","1.28%","1159.25","14,94,348"
"514","Vishnu Prakash R Punglia Ltd","VPRPL","P&F | F.A","1.27%","162.85","14,14,484"
"16","Multi Commodity Exchange Of India Limited","MCX","P&F | F.A","1.26%","5311.75","8,11,402"
"155","The Great Eastern Shipping Company Limited","GESHIP","P&F | F.A","1.26%","931.65","6,52,583"
"281","Taj Gvk Hotels & Resorts Limited","TAJGVK","P&F | F.A","1.23%","477.8","3,16,345"
"439","Campus Activewear Ltd","CAMPUS","P&F | F.A","1.23%","230.55","19,56,233"
"164","SBI Cards & Payment Services Ltd","SBICARD","P&F | F.A","1.22%","881.1","20,95,957"
"163","Pnb Housing Finance Limited","PNBHOUSING","P&F | F.A","1.21%","881.5","18,06,791"
"641","Yatra Online Ltd","YATRA","P&F | F.A","1.16%","85.48","7,20,962"
"455","Bharat Heavy Electricals Limited","BHEL","P&F | F.A","1.15%","216.43","2,06,77,777"
"597","Steel Authority Of India Limited","SAIL","P&F | F.A","1.14%","115.18","2,35,56,805"
"771","Coastal Corporation Ltd","COASTCORP","P&F | F.A","1.14%","35.44","3,42,486"
"332","L T Foods Ltd","LTFOODS","P&F | F.A","1.13%","381","10,72,820"
"645","Nhpc Limited","NHPC","P&F | F.A","1.13%","82.2","7,23,67,264"
"7","Amber Enterprises India Ltd","AMBER","P&F | F.A","1.12%","7210.85","5,11,573"
"73","Narayana Hrudayalaya Ltd.","NH","P&F | F.A","1.11%","1692.05","4,02,440"
"97","Wockhardt Limited","WOCKPHARMA","P&F | F.A","1.08%","1424.4","3,76,528"
"680","Jagran Prakashan Limited","JAGRAN","P&F | F.A","1.04%","68.95","5,88,919"
"714","UTI Bank ETF","UTIBANKETF","P&F | F.A","1.04%","53.29","73,30,544"
"157","Avanti Feeds Limited","AVANTIFEED","P&F | F.A","1.02%","913.65","6,12,957"
"310","General Insurance Corporation of India","GICRE","P&F | F.A","1.02%","421.1","4,99,764"
"847","Jyoti Structures Limited","JYOTISTRUC","P&F | F.A","1.01%","17.06","1,55,92,239"
"660","HDFC Gold ETF","HDFCGOLD","P&F | F.A","1%","76.92","15,41,839"
"668","Kotak Gold ETF","GOLD1","P&F | F.A","1%","74.94","9,92,465"
"985","Antarctica Limited","ANTGRAPHIC","P&F | F.A","1%","1.01","3,42,594"
"225","Chambal Fertilizers & Chemicals Limited","CHAMBLFERT","P&F | F.A","0.99%","625.5","22,78,165"
"339","Latent View Analytics Ltd","LATENTVIEW","P&F | F.A","0.99%","367.55","5,08,100"
"27","Computer Age Management Services Ltd","CAMS","P&F | F.A","0.96%","3723.35","6,94,228"
"390","IRM Energy Ltd","IRMENERGY","P&F | F.A","0.94%","278.9","2,55,788"
"400","Man Industries (india) Limited","MANINDS","P&F | F.A","0.94%","266.61","7,78,413"
"444","Fino Payments Bank Ltd","FINOPB","P&F | F.A","0.94%","227.89","2,34,814"
"192","Syngene International Limited","SYNGENE","P&F | F.A","0.92%","726.2","5,47,825"
"636","Mirae Asset Gold ETF","GOLDETF","P&F | F.A","0.92%","87.36","2,04,136"
"916","Tata Gold Exchange Traded Fund","TATAGOLD","P&F | F.A","0.92%","8.74","53,44,474"
"411","Adani Wilmar Ltd","AWL","P&F | F.A","0.91%","258.32","28,78,108"
"88","Havells India Limited","HAVELLS","P&F | F.A","0.89%","1528.9","7,51,781"
"617","NACL Industries Ltd","NACLIND","P&F | F.A","0.89%","101.78","6,11,202"
"104","Icici Bank Limited","ICICIBANK","P&F | F.A","0.88%","1348.35","82,66,544"
"206","Tata Motors Limited","TATAMOTORS","P&F | F.A","0.88%","674.45","1,60,13,687"
"476","Allied Digital Services Limited","ADSL","P&F | F.A","0.88%","188.65","6,64,809"
"318","Jana Small Finance Bank Ltd","JSFB","P&F | F.A","0.87%","407.05","3,02,578"
"392","Bharat Petroleum Corporation Limited","BPCL","P&F | F.A","0.87%","278.47","1,26,87,883"
"119","Bharat Forge Limited","BHARATFORG","P&F | F.A","0.86%","1169.15","21,64,434"
"414","Delhivery Ltd","DELHIVERY","P&F | F.A","0.86%","255.1","33,13,968"
"866","Zerodha Gold ETF","GOLDCASE","P&F | F.A","0.86%","14.14","23,29,480"
"844","Genus Paper & Boards Limited","GENUSPAPER","P&F | F.A","0.84%","19.19","4,72,408"
"763","Filatex India Limited","FILATEX","P&F | F.A","0.83%","37.73","25,08,300"
"482","Gail (india) Limited","GAIL","P&F | F.A","0.82%","183.04","2,28,71,476"
"372","Jk Paper Limited","JKPAPER","P&F | F.A","0.81%","312.35","6,78,897"
"871","Navkar Urbanstructure Ltd","NAVKARURB","P&F | F.A","0.81%","13.74","4,31,417"
"93","Bharti Hexacom Ltd","BHARTIHEXA","P&F | F.A","0.8%","1463.8","4,51,014"
"659","Idbi Bank Limited","IDBI","P&F | F.A","0.78%","77.7","73,11,133"
"757","Oricon Enterprises Limited","ORICONENT","P&F | F.A","0.78%","39.94","4,40,852"
"445","Jio Financial Services Ltd","JIOFIN","P&F | F.A","0.77%","227.51","3,03,56,334"
"907","Baid Finserv Ltd","BAIDFIN","P&F | F.A","0.77%","9.19","3,48,780"
"979","Rollatainers Limited","ROLLT","P&F | F.A","0.76%","1.33","51,280"
"661","SBI Gold ETS","SETFGOLD","P&F | F.A","0.75%","76.65","16,46,403"
"638","DSP Gold ETF","GOLDETFADD","P&F | F.A","0.73%","87.13","11,47,582"
"183","Sai Life Sciences Ltd","SAILIFE","P&F | F.A","0.7%","760.85","6,14,236"
"355","Ideaforge Technology Ltd","IDEAFORGE","P&F | F.A","0.7%","346.25","5,43,798"
"739","Lloyds Enterprises Ltd","LLOYDSENT","P&F | F.A","0.7%","44.51","13,28,998"
"296","Dr Agarwals Health Care Ltd","AGARWALEYE","P&F | F.A","0.69%","445.85","3,18,735"
"443","Knr Constructions Limited","KNRCON","P&F | F.A","0.68%","228.13","35,81,774"
"527","Cesc Limited","CESC","P&F | F.A","0.64%","153.86","54,47,572"
"54","Hindustan Unilever Limited","HINDUNILVR","P&F | F.A","0.63%","2258.85","22,80,152"
"252","Varun Beverages Limited","VBL","P&F | F.A","0.62%","539.65","50,75,723"
"933","Prakash Steelage Limited","PRAKASHSTL","P&F | F.A","0.62%","6.48","4,79,930"
"976","Mittal Life Style Ltd","MITTAL","P&F | F.A","0.62%","1.63","29,28,044"
"133","Raymond Lifestyle Ltd","RAYMONDLSL","P&F | F.A","0.6%","1046.65","2,13,129"
"214","Bikaji Foods International Ltd","BIKAJI","P&F | F.A","0.6%","661","3,35,334"
"62","Coromandel International Limited","COROMANDEL","P&F | F.A","0.59%","1982.1","6,20,411"
"202","HDFC Life Insurance Company Ltd","HDFCLIFE","P&F | F.A","0.56%","685.7","31,16,601"
"211","Schneider Electric Infrastructure Limited","SCHNEIDER","P&F | F.A","0.56%","668.35","2,73,247"
"244","Triveni Turbine Limited","TRITURBINE","P&F | F.A","0.56%","563.6","21,53,573"
"307","Yatharth Hospital & Trauma Care Services Ltd","YATHARTH","P&F | F.A","0.56%","424.7","3,31,244"
"669","Axis Gold ETF","AXISGOLD","P&F | F.A","0.55%","74.69","2,69,469"
"360","Orient Cement Limited","ORIENTCEM","P&F | F.A","0.52%","339.95","4,47,110"
"872","Atal Realtech Ltd","ATALREAL","P&F | F.A","0.51%","13.69","9,65,284"
"71","Bharti Airtel Limited","BHARTIARTL","P&F | F.A","0.5%","1733.4","41,33,264"
"138","Vijaya Diagnostic Centre Ltd","VIJAYA","P&F | F.A","0.5%","1007.2","2,16,017"
"346","Ashapura Minechem Limited","ASHAPURMIN","P&F | F.A","0.5%","359.2","1,64,385"
"663","ICICI Prudential Gold ETF","GOLDIETF","P&F | F.A","0.5%","76.54","27,47,371"
"681","Nmdc Limited","NMDC","P&F | F.A","0.5%","68.89","2,01,24,046"
"827","Parsvnath Developers Limited","PARSVNATH","P&F | F.A","0.5%","21.96","2,66,292"
"670","Nippon India ETF Gold Bees","GOLDBEES","P&F | F.A","0.49%","74.16","2,84,72,465"
"314","Gujarat Gas Limited","GUJGASLTD","P&F | F.A","0.48%","412.35","5,73,340"
"79","Jb Chemicals & Pharmaceuticals Limited","JBCHEPHARM","P&F | F.A","0.46%","1623.2","2,21,794"
"628","DSP Nifty Top 10 Equal Weight ETF","TOP10ADD","P&F | F.A","0.46%","94.11","4,12,363"
"859","Motilal Oswal Nifty Smallcap 250 ETF","MOSMALL250","P&F | F.A","0.46%","15.2","17,06,159"
"25","Avenue Supermarts","DMART","P&F | F.A","0.45%","4083.2","8,86,798"
"60","Lupin Limited","LUPIN","P&F | F.A","0.45%","2027.95","8,28,442"
"236","Emami Limited","EMAMILTD","P&F | F.A","0.45%","579.9","6,14,799"
"461","Ncc Limited","NCC","P&F | F.A","0.45%","209.48","64,10,609"
"858","Pritika Auto Industries Ltd","PRITIKAUTO","P&F | F.A","0.45%","15.63","7,47,736"
"146","Whirlpool Of India Limited","WHIRLPOOL","P&F | F.A","0.44%","989.9","3,63,653"
"189","Aarti Pharmalabs Ltd","AARTIPHARM","P&F | F.A","0.44%","749.25","3,89,376"
"837","Virinchi Ltd","VIRINCHI","P&F | F.A","0.44%","20.78","8,13,005"
"309","PCBL Ltd","PCBL","P&F | F.A","0.43%","423.35","10,10,057"
"743","Mirae AN Midsmallcap400 Momentum Quality 100 ETF","MIDSMALL","P&F | F.A","0.43%","44.23","1,70,496"
"485","Kitex Garments Limited","KITEX","P&F | F.A","0.42%","180.14","3,77,722"
"750","Sagility India Ltd","SAGILITY","P&F | F.A","0.42%","42.91","68,31,275"
"246","Itd Cementation India Limited","ITDCEM","P&F | F.A","0.41%","557.3","4,41,417"
"765","Vascon Engineers Limited","VASCONEQ","P&F | F.A","0.41%","37","15,41,020"
"24","Hindustan Aeronautics Ltd","HAL","P&F | F.A","0.4%","4177.45","32,95,702"
"216","Marico Limited","MARICO","P&F | F.A","0.4%","651.65","10,75,086"
"55","Nestle India Limited","NESTLEIND","P&F | F.A","0.39%","2250.75","7,16,151"
"315","Td Power Systems Limited","TDPOWERSYS","P&F | F.A","0.39%","410.5","5,69,668"
"708","ICICI Prudential FMCG ETF","FMCGIETF","P&F | F.A","0.39%","56.47","11,89,400"
"794","Prozone Realty Ltd","PROZONER","P&F | F.A","0.39%","28.3","2,54,979"
"799","Nippon India ETF Nifty 8-13 yr G-Sec LongTerm Gilt","LTGILTBEES","P&F | F.A","0.36%","28.08","47,33,025"
"290","CMS Info Systems Ltd","CMSINFO","P&F | F.A","0.35%","461.45","2,89,117"
"807","HDFC Nifty Private Bank ETF","HDFCPVTBAN","P&F | F.A","0.35%","26.12","2,15,858"
"813","Mirae Asset Nifty Financial Services ETF - RG","BFSI","P&F | F.A","0.35%","25.72","2,70,905"
"960","Shah Metacorp Ltd","SHAH","P&F | F.A","0.35%","2.87","11,67,662"
"320","Coal India Limited","COALINDIA","P&F | F.A","0.34%","398.2","69,23,988"
"36","Kei Industries Limited","KEI","P&F | F.A","0.33%","2892.85","7,22,128"
"127","Axis Bank Limited","AXISBANK","P&F | F.A","0.33%","1102","49,21,190"
"131","Jsw Steel Limited","JSWSTEEL","P&F | F.A","0.33%","1063.2","16,74,204"
"306","Aadhar Housing Finance Ltd","AADHARHFC","P&F | F.A","0.32%","424.85","10,71,741"
"831","Motilal Oswal Nifty 500 ETF","MONIFTY500","P&F | F.A","0.32%","21.74","2,39,210"
"904","Zerodha Nifty Midcap 150 ETF","MID150CASE","P&F | F.A","0.32%","9.51","10,29,482"
"186","Avalon Technologies Ltd","AVALON","P&F | F.A","0.3%","757.55","3,80,347"
"567","Kirloskar Electric Company Limited","KECL","P&F | F.A","0.3%","128.61","4,72,613"
"870","T T Limited","TTL","P&F | F.A","0.29%","13.76","1,01,545"
"796","Db (international) Stock Brokers Limited","DBSTOCKBRO","P&F | F.A","0.28%","28.24","7,97,291"
